,0,1,2,3,4,5,6,7,8,9,10
HBV00000AX6LR,1.0,-1.8368509028121843e-05,-1.8368509028121846e-05,-1.8368509028121846e-05,-1.8368509028121863e-05,-1.8368509028121867e-05,-1.8368509028121867e-05,-1.8368509028121877e-05,-1.836850902812188e-05,-1.836850902812188e-05,-1.836850902812189e-05
HBV00000BSAQG,1.0,0.7071002869080757,0.49998163115356153,0.40822204356447295,0.4082220435644695,0.28863271219735837,0.12535632335589839,0.08759611676250453,0.08689565529671035,0.055160830225352765,0.04358141300358034
HBV00000JUHBA,1.0,0.15652651642706422,0.12521902577320365,0.1179780982252375,0.11616412778997302,0.1161362016879709,0.11419260808969961,0.10830465026735177,0.10107010040418443,0.09889309400716612,0.09889309400716612
HBV00000NE0QI,1.0,0.25689675649292787,0.14309273495512123,0.11390838907387707,0.10322426968160708,0.09358861958096061,0.07824836031958228,0.07712247230868766,0.0730426529569364,0.07304265295693628,0.07304265295693589
HBV00000NE0UQ,1.0,0.13601882407812907,0.13601882407812857,0.09967649372144001,0.09610292014038847,0.09610292014038835,0.09595261572965756,0.08422073564158744,0.0818591740029341,0.07840490558029432,0.06784625251129574
HBV00000NE1NR,1.0,0.12153030951965815,0.11467875628822058,0.10359847932293005,0.09974966793018102,0.08104505416841487,0.06198243528476126,0.057290387274597517,0.051227473378074415,0.04677683248789536,0.03813915328143677
HBV00000NH2LJ,1.0,0.2715140725861725,0.2181839410578958,0.2023435122122296,0.2023435122122296,0.18700981472754327,0.14301348524250762,0.12250168269786749,0.120421724753545,0.11759651458825943,0.11676859174706626
HBV00000NVZ7D,1.0,0.584953749505925,0.414930342408466,0.3056576367018678,0.2848071374285741,0.25107619438384404,0.23533962209067216,0.2278193315455137,0.22386380019148916,0.21314855669898644,0.2131182021771818
HBV00000NVZCG,1.0,0.1440788334619164,0.12418093934147152,0.11554590040728925,0.11061910993539464,0.10362117847856238,0.09879726795589229,0.09589636867406436,0.09583644976609108,0.09420310922933586,0.09242509435203003
HBV00000OEL9Q,1.0,0.2235677747718215,0.2235677747718215,0.2235677747718215,0.2235677747718215,0.2235677747718215,0.2021774795724405,0.15802964452256513,0.158029644522565,0.15802964452256443,0.128984413090469
HBV00000OFHWS,1.0,0.16830834707649925,0.16518788504871845,0.14853059414879732,0.14580620710598002,0.14580620710598002,0.14580620710597986,0.14580620710597972,0.1458062071059789,0.1458062071059789,0.14580620710597883
HBV00000OMGZY,1.0,0.6546296193588893,0.16894080220726307,0.16708810052295095,0.1427469196551593,0.12588915122706887,0.10469590004740771,0.10467248906380061,0.10085287011129926,0.08595122733774402,0.08443640127498474
HBV00000PLHEY,1.0,0.816504081045483,0.816494081347645,0.8000092593378805,0.7745938237129112,0.6324473999342048,0.6030191655980175,0.5546911830724318,0.45882814435382524,0.4472103135413093,0.4471971659042298
HBV00000PNGOO,1.0,1.0,0.15069725761793082,-1.8368509028121985e-05,-1.8368509028121995e-05,-1.8368509028122012e-05,-1.8368509028122012e-05,-1.8368509028122016e-05,-1.8368509028122022e-05,-1.836850902812203e-05,-1.836850902812203e-05
HBV00000PQIYN,1.0,0.2581675869488531,0.11539241506702723,0.07894204527596192,0.06441324967927571,0.06382005636667541,0.06188431968609517,0.050467713027282216,0.038309446002983236,0.02085775992785429,0.017914219934818433
HBV00000PQJG9,1.0,0.49998622342843235,0.37792132723200544,0.35352091821674414,0.3535209182167418,0.2886300610167133,0.28861503520810844,0.24994489143612933,0.24994489143612775,0.24244035381439621,0.23562432241274575
HBV00000PQJH1,1.0,0.2672293302687825,0.1795611367770691,0.16216879729941933,0.1347753363195682,0.11207354559061168,0.1053592753002498,0.09752355084159679,0.08662462541453364,0.07321565948630475,0.07150879359185873
HBV00000PQLNF,1.0,0.5773396640286036,0.5773396640286024,0.5773396640285852,0.42003817808843025,0.4082220435644764,0.40822204356447583,0.4082220435644727,0.2980914632673557,0.2895963681679074,0.2886300610167152
HBV00000PV5JB,1.0,0.4999862234284323,0.49996326095741656,0.2886300610167123,0.28863006101671157,0.27727190922177897,0.2235431301522406,0.17669226242894065,0.15803604136500415,0.15801803024684474,0.15801803024684466
HBV00000PV5N7,1.0,0.20407665009967296,0.1378998908119397,0.07843293291833987,0.07704108512307134,0.05043778132503065,0.04197498977224144,0.02733137026146354,0.02017543198055728,-2.9996108793079602e-05,-2.999610879307962e-05
HBV00000PV87H,1.0,0.3651231072052748,0.288645086184006,0.20407665009967302,0.204076650099673,0.19239391902840397,0.16660645516739014,0.1666064551673891,0.1289755902454248,0.12300744823492092,0.12165761891244535
HBV00000PV8KX,1.0,0.49996019875184944,0.4082120436370078,0.3872632365042577,0.33327618236168843,0.33327618236168594,0.31736382319861733,0.28864685317506084,0.28864685317506084,0.28864685317506084,0.2886468531750596
HBV00000PVBCY,1.0,0.5773396640285999,0.33331020215177665,0.2773195293813244,0.2672293302687854,0.23566978755166912,0.21315994871063423,0.20847261194846317,0.20408102193046107,0.16719546990196127,0.14208905150990656
HBV00000PVBRS,1.0,0.338010690678668,0.3380106906786679,0.3161900082912419,0.3161900082912399,0.1999265205650596,0.19992652056505616,0.18845788812920697,0.16894080220726437,0.15801657864242374,0.1413109409762585
HBV00000PVQ53,1.0,0.3535209182167431,0.26722582447538856,0.22354929054307224,0.2181608146765026,0.18250923141980538,0.10309171486684272,0.024992055475164504,-2.597723317075919e-05,-2.5977233170759253e-05,-2.5977233170759277e-05
HBV00000PVQ6T,1.0,0.2672146018856302,0.26721460188562984,0.21815375227414885,0.15420272135448246,0.14273135848974167,0.13342867750566695,0.1258608595193993,0.11938782178512146,0.10898400331409536,0.09148964296191796
HBV00000PVQWZ,1.0,0.255229162529023,0.20847227871197632,0.20847227871197632,0.2084722787119762,0.2084722787119762,0.2084722787119762,0.2084722787119762,0.2084722787119762,0.2084722787119761,0.2084722787119761
HBV00000PVR1C,1.0,0.4471971659042274,0.27732031337107615,0.22356941836837105,-1.8368509028121728e-05,-1.8368509028121768e-05,-1.8368509028121768e-05,-1.8368509028121792e-05,-1.8368509028121823e-05,-1.8368509028121826e-05,-1.8368509028121843e-05
HBV00000QU463,1.0,0.32820327214348116,0.30943206511939364,0.2864302539239173,0.26788596640880247,0.252522918647969,0.23960251181077127,0.2272809864705876,0.2187249622397521,0.2185812312137331,0.21837564039424348
HBV00000SF25J,1.0,0.49995866819747303,0.29478422040173125,0.24995981729167255,0.182469819653613,0.16309800508369254,0.15804054397209272,0.1580405439720922,0.10648628550237646,0.0882823991024981,0.05515259924853084
HBV00000SP6XD,1.0,0.7071002869080772,0.3779436445038228,0.2293782482888012,0.22356777477182244,0.17673143411707565,0.09525334700393578,0.08048303210584334,0.07321565948630472,0.07206207223846307,0.029119919823448758
HBV00000SP80N,1.0,0.1825486110790882,0.1740468857063114,0.13997347533436494,0.13603816174882954,0.12594612083105747,0.09932987932594488,0.09932987932594403,0.08601634937929843,0.08600702047114904,0.07853024439040951
